izq, der
0.2409549746868374 , 0.30625997211600353
0.24093059085022528 , 0.2897129602619878
0.2147690767435355 , 0.2729473737323169
0.32328288928867194 , 0.30722483371673637
0.28366628817292056 , 0.2935390820235127
0.32567838800351795 , 0.9143582109244958
0.2554619843384178 , 0.3102242960901217
0.3066161022118147 , 0.2756410635188787
0.3031978844917535 , 0.2705794365423157
0.22916065581460063 , 0.2729134883150865
0.28462549993529257 , 0.30418710759514384
0.2620481196099618 , 0.2539922756529695
0.23021896211787288 , 0.8848115839598278
0.2536290390963537 , 0.27992645690961354
0.24780442399009572 , 0.23615038439246927
0.2862663958617801 , 0.3153608754506855
0.3362488535294059 , 0.29453226227900553
0.23985370317725638 , 0.26921263177268956
0.26977589520017436 , 0.24493749708455273
0.35835856763840784 , 0.25278156132890717
0.2730444472222006 , 0.8197658658892235
0.17257332111203358 , 0.29273215667611346
0.18816956726334375 , 0.29892297191342015
0.318454891202559 , 0.19876950638709956
0.2753190936291668 , 0.3362042159182946
0.3269944446270616 , 0.2628937406333371
0.21659453065967138 , 0.28160050473429415
0.2806655392916447 , 0.2533233357423683
0.3192111841535949 , 0.27292460676695146
0.276127537000161 , 0.2675771028184458
0.2595482181426878 , 0.7572505240488105
0.2522965813806142 , 0.3345088506442986
0.30823459156686367 , 0.29675727066609575
0.21442594233208934 , 0.3049521323991007
0.2569350251752519 , 0.2495461674303574
0.32386753187783107 , 0.8916161002080375
0.23551061885980143 , 0.2369920983722431
0.35066303752346584 , 0.2902158202668908
0.27057009292902334 , 0.31506093116669875
0.28694493843620605 , 0.839792507315966
0.2869750424257412 , 0.3011143028110232
0.3032402073590022 , 0.26265236652777124
0.3439113538775402 , 0.2599631551386559
0.2688397040040149 , 0.2700430346428767
0.28704466248348876 , 0.8671015736438739
0.2039854789917847 , 0.2518825475015077
0.28248829139915577 , 0.27460629467673736
0.2758767961955474 , 0.34356808085871055
0.2706271830454566 , 0.8917057399524306
0.22369288911365415 , 0.2159664659097633
0.2840143042965793 , 0.33182476745992473
0.2808267754226751 , 0.29056004124397167
0.3046732556081043 , 0.8544834325163033
0.2647735454554773 , 0.3205370002500092
0.2572429284137988 , 0.31696894135695297
0.314508959041678 , 0.9066952920241362
0.28065052900884313 , 0.28239432513707874
0.29910477204974945 , 0.2219962439142456
0.26724600167284324 , 0.8908590196627452
0.32137483743724155 , 0.25766266339185645
0.328550414573079 , 0.3456417727037979
0.27596205162030013 , 0.2326225037430958
0.23447596124902126 , 0.8335979082289925
0.2819221365856441 , 0.2386670081089609
0.2128214000885233 , 0.26510022981061004
0.29955703312201337 , 0.2786610756000554
0.2638650566770861 , 0.9091504938112126
0.3162522348935918 , 0.2789240927421246
0.2223252210527688 , 0.2749353700979952
0.2424017020560615 , 0.2295809047608387
0.27695719006248154 , 0.9064634140258987
0.28487952870189664 , 0.2752795286168742
0.28194025745096846 , 0.2943258240724897
0.2846373565386021 , 0.2952841528805246
0.203206508518476 , 0.8808222779101832
0.26567885002454233 , 0.25014677947137387
0.23914148087723971 , 0.27092048469222174
0.26153048821909863 , 0.29861140103207495
0.26140515298788974 , 0.3062752061730136
0.2732077780740274 , 0.31119068019275065
0.2852536736425744 , 0.9347842077387396
0.23116647397638287 , 0.22416166341036442
0.30589123669459717 , 0.1785217974919469
0.24695758706114962 , 0.25500574217470134
0.28026715193117824 , 0.2386360945917176
0.28541593070205684 , 0.8903541182067579
0.27223880140277573 , 0.2696892902229015
0.2629015939698976 , 0.2939291342739532
0.23832481142609468 , 0.3148557609110643
0.22649558482450438 , 0.2828272809149632
0.26303747956559004 , 0.30752483873595915
0.27320449641397276 , 0.9243910792034449
0.31058391181240846 , 0.2871249724144847
0.3306427561857204 , 0.29424767916946964
0.28099622563382576 , 0.24039793359412528
0.23402400353252628 , 0.19762512184676773
0.21215728131352904 , 0.9253658509309486
0.26955442038294525 , 0.3413522033013696
0.2674848613469394 , 0.2484171328552512
0.3242068997218404 , 0.27474901358716847
0.21709931552085063 , 0.2728880575594072
0.30797625185820254 , 0.2526249917039516
0.2526818209632262 , 0.9065972321116358
0.2782449505347107 , 0.3180489668085948
0.31737540751316484 , 0.27439609211206656
0.29655273433874635 , 0.875276142551523
0.2557592954863179 , 0.29431516400900193
0.24813480552269926 , 0.24468397544386986
0.26449940363727104 , 0.9060581908059557
0.24400964719016616 , 0.27924919416403887
0.2701973891229453 , 0.24261223417280195
0.28994951789864043 , 0.21091511149140446
0.28741760273853284 , 0.8395115441161268
0.2506641204440632 , 0.2519517902309429
0.27030677806621317 , 0.2994859038698172
0.33190891641548653 , 0.3884354097797648
0.2788372534690671 , 0.900620439716778
0.2862379756932835 , 0.34239926594935693
0.2671151342892385 , 0.3606389811889886
0.3295335857718908 , 0.3261997612313298
0.30732930051385565 , 0.8971640115574105
0.2870403365388731 , 0.3016769328046076
0.25131903006296685 , 0.26234638823472245
0.28141561447312585 , 0.28198562768918867
0.2881890091726647 , 0.24241294539140731
0.2531367718860617 , 0.3046336292769004
0.2910855747345207 , 0.204726622270677
0.2577544616421699 , 0.3240593502690235
0.21157013082164355 , 0.8614319684181915
0.29488836891028125 , 0.28244765782014397
0.3121737004228043 , 0.3123802447096533
0.3198731140409809 , 0.2288312951430549
0.28370369801677525 , 0.2529520685155995
0.26976203077781485 , 0.2601448305360751
0.2668276227144191 , 0.25494965550878956
0.2799573712030426 , 0.3163517507588898
0.2716102643149505 , 0.30229097067147137
0.2903238681177276 , 0.29806140675062726
0.3289326392700904 , 0.24152412236648144
0.3090778015362061 , 0.8834074416826303
0.2424451998352552 , 0.28112936948025496
0.25962022657501443 , 0.31473098378705394
0.25458013329611723 , 0.1738917460867214
0.3245638326160292 , 0.3365888942081565
0.294843985661123 , 0.2850712116997476
0.19912553930303006 , 0.3115144305500619
0.282682321717609 , 0.22068254378397584
0.326732362038303 , 0.2318049774062683
0.251969526037581 , 0.2467793706988013
0.3424498862140742 , 0.2702600640780059
0.3242049011022309 , 0.2303377161507654
0.30394238329150725 , 0.2899184783817476
0.30077635182738305 , 0.24509437316902022
0.22201660302877496 , 0.2561145713688669
0.283425412393636 , 0.36650212331107646
0.2927518832604036 , 0.2824111865945065
0.2761910492154953 , 0.2971004927938079
0.2502068933872784 , 0.22866690437835518
0.3011475702450606 , 0.23201727235829334
0.3653733603217238 , 0.2829907550794791
0.20667643443104267 , 0.2742210811013454
0.19544014327072723 , 0.2982294574221914
0.22168561506678772 , 0.37131991525568603
0.3062792475968019 , 0.21197619519524233
0.2509997512907017 , 0.25919857291798387
0.3032032127103613 , 0.3355958664890795
0.2659397876657395 , 0.2479103499527283
0.306737981935645 , 0.26957555075482004
0.30993780959816036 , 0.2941081061232299
0.30611439530366047 , 0.2785072591918897
0.2778538070919218 , 0.30400577721326694
0.27540643131425685 , 0.8934880460281545
0.25551154638055235 , 0.2715895750642676
0.2724454666119774 , 0.2847742409690162
0.22231076901826116 , 0.30610046453454964
0.30963778247912965 , 0.31551547569536964
0.2891000118706466 , 0.2924921513728244
0.186703169137217 , 0.8347175695295168
0.2573684376139067 , 0.15854926149252638
0.30899697669641674 , 0.27522376631061685
0.292122548291476 , 0.2725691105976271
0.2832384689973957 , 0.27734824741410274
0.2765983229488785 , 0.8709364674637485
0.32506132294721496 , 0.272405816287235
0.2547604928907481 , 0.2862824753484723
0.2766920850422406 , 0.22379305050164328
0.29806811039595255 , 0.2703276316860383
0.23951769782126764 , 0.25009768154008283
0.22657814032236706 , 0.8820383584747594
0.30104830228041723 , 0.305373217109794
0.27661714387343367 , 0.24156865909717976
0.3154171849904756 , 0.2741097680840673
0.26396455124155466 , 0.200226715561624
0.2500463466849083 , 0.31699383251725477
0.29980194436967694 , 0.8949835479356375
0.3378026284141232 , 0.30973544740627096
0.28116268255616356 , 0.29478883788447485
0.3710536130025953 , 0.2569922647372441
0.2515846455133942 , 0.8428387940762261
0.2852583764093201 , 0.2645953903640511
0.32132026762638394 , 0.3115813381403396
0.2516286541725623 , 0.2886478492468576
0.332062793183087 , 0.2964695090398286
0.3408494289347581 , 0.8509691116875747
0.2126976077589313 , 0.307634925807374
0.27547608554003616 , 0.3127547975969104
0.29459646500376774 , 0.3242041255850675
0.31886276511408024 , 0.2328646883529375
0.30893840165254416 , 0.298429872775293
0.21861883550349534 , 0.16044712422626844
0.27497548179255804 , 0.9157151617398425
0.36347100434357854 , 0.27642314909928256
0.2974649880414965 , 0.2846841430163837
0.2841721035185243 , 0.23805121545109192
0.26299963889132816 , 0.28664163260770614
0.2472515327900093 , 0.3229269237076706
0.20965558306490698 , 0.22588647134417664
0.2460273074645718 , 0.26490747996855263
0.3018845341762659 , 0.23443401094032865
0.28414159933419353 , 0.27514635511205277
0.33298983453526665 , 0.23903568338454428
0.3055755223074015 , 0.30767961770092805
0.3130174766049597 , 0.27598096545426726
0.3208344204464256 , 0.23083463338240098
0.29331773381014076 , 0.31492351148562664
0.2422646596074166 , 0.41607216356572346
0.26741611289727335 , 0.2680578563863429
0.2822801934499407 , 0.2594551476718924
0.20308213888804955 , 0.2559430907464486
0.2739178601048304 , 0.3025002321142854
0.27257040029200735 , 0.267450856741037
0.2612112891760738 , 0.27080114925711135
0.3647434672081427 , 0.3169085729710835
0.2245095791259461 , 0.2964312905520355
0.32380977502434033 , 0.3326275217658967
0.31283190300600366 , 0.3277470646084018
0.202899326868059 , 0.25278554703492456
0.28764297126959326 , 0.25906563568337676
0.24963051186665888 , 0.263969702771096
0.26427152517913083 , 0.3210934247348383
0.220171728946127 , 0.27296833325078196
0.27198502997532786 , 0.2534246114026915
0.28929164385284795 , 0.28304136283010867
0.2686404888334069 , 0.3561287726998374
0.315003934845777 , 0.2144605488407591
0.27214821468504874 , 0.3386855536615291
0.31617917872749757 , 0.33106968057185326
